N,N_p,K,basis,alpha,noise_level,compute_model_posterior,random_seed,n_jobs,dofs,N_d,bc_config,method,bc_name,snr,noise_std,model_rms_error,model_relative_error,property_mean_abs_error,property_rms_error,property_max_error,properties_within_2sigma,properties_within_2sigma_pct,data_misfit_posterior,data_misfit_prior,data_fit_improvement_pct,setup_spaces,create_operators,generate_data,setup_prior,model_posterior_compute,property_mapping,property_covariance_extract,inference_total,total,run_name,status
100,20,100,,0.1,0.1,False,42,30,100,30,"{'bc_type': 'mixed_dirichlet_neumann', 'left': 0, 'right': 0}",fem,Mixed_D-N,10.0,0.04996236800612683,0.16019904513083563,0.25942542773072536,0.08714880386988064,0.11004216017462398,0.23939663246366405,20,100.0,0.12632881235171803,1.0708732632572224,88.20319670999443,5.4836273193359375e-06,0.00010752677917480469,0.011255502700805664,0.0001704692840576172,1.7539303302764893,0.04850578308105469,1.706162452697754,3.508622646331787,5.741416692733765,Mixed_D-N_Nd30_fem,success
100,20,100,,0.1,0.1,False,42,30,100,50,"{'bc_type': 'mixed_dirichlet_neumann', 'left': 0, 'right': 0}",spectral,Mixed_D-N,10.0,0.10098413535602901,0.19040302985222293,0.30833758977962356,0.08049418596927727,0.1008849540535647,0.23049143241379655,20,100.0,0.47353032555416874,1.5986260961790317,70.37891933041874,5.0067901611328125e-06,0.00012230873107910156,0.019682884216308594,0.00014734268188476562,0.8633134365081787,0.026159286499023438,0.5709865093231201,1.4604811668395996,3.422853946685791,Mixed_D-N_Nd50_spectral,success
100,20,100,,0.1,0.1,False,42,30,100,50,"{'bc_type': 'mixed_dirichlet_neumann', 'left': 0, 'right': 0}",fem,Mixed_D-N,10.0,0.10098413535602901,0.19242595671131416,0.311613506095224,0.08116472757334496,0.10102217770509178,0.23060859501250175,20,100.0,0.4752406102799281,1.5986260961790317,70.27193466841133,5.245208740234375e-06,0.00010466575622558594,0.019417524337768555,0.00019884109497070312,2.9634921550750732,0.05166339874267578,2.9557809829711914,5.970960855484009,8.383594751358032,Mixed_D-N_Nd50_fem,success
100,20,100,,0.1,0.1,False,42,30,100,75,"{'bc_type': 'mixed_dirichlet_neumann', 'left': 0, 'right': 0}",spectral,Mixed_D-N,10.0,0.10098413535602901,0.18182912895658904,0.2944530631561716,0.08681021486005783,0.10990766586024456,0.2234282873965694,19,95.0,0.642982366002969,1.789144078553499,64.06201302005748,5.0067901611328125e-06,0.00010752677917480469,0.028566837310791016,0.0001163482666015625,1.5037171840667725,0.027584075927734375,0.6134707927703857,2.144796371459961,4.28162407875061,Mixed_D-N_Nd75_spectral,success
100,20,100,,0.1,0.1,False,42,30,100,75,"{'bc_type': 'mixed_dirichlet_neumann', 'left': 0, 'right': 0}",fem,Mixed_D-N,10.0,0.10098413535602901,0.18205024777456644,0.2948111417195379,0.0857481258291687,0.10911674613086067,0.22117950106053952,19,95.0,0.645631162661242,1.789144078553499,63.91396476111488,5.0067901611328125e-06,0.00012445449829101562,0.03040599822998047,0.0001785755157470703,4.625770568847656,0.04848170280456543,3.786799669265747,8.461077451705933,10.986258745193481,Mixed_D-N_Nd75_fem,success
100,20,100,,0.1,0.1,False,42,30,100,100,"{'bc_type': 'mixed_dirichlet_neumann', 'left': 0, 'right': 0}",spectral,Mixed_D-N,10.0,0.10924439116284056,0.1476770964824111,0.23914745490331785,0.06720072158335705,0.0787830822712536,0.14890314786198902,20,100.0,0.8147461994049151,2.126931328317275,61.69381735283843,5.245208740234375e-06,0.00011777877807617188,0.040808677673339844,0.00012159347534179688,2.2594833374023438,0.027309179306030273,0.7507638931274414,3.0375800132751465,5.255303382873535,Mixed_D-N_Nd100_spectral,success
100,20,100,,0.1,0.1,False,42,30,100,100,"{'bc_type': 'mixed_dirichlet_neumann', 'left': 0, 'right': 0}",fem,Mixed_D-N,10.0,0.10924439116284056,0.14584898723244052,0.2361870251221991,0.06582521824238084,0.07794809462650487,0.14720207723489742,20,100.0,0.816747680317547,2.126931328317275,61.599715541182135,5.7220458984375e-06,0.00010371208190917969,0.03870081901550293,0.00016546249389648438,6.406099319458008,0.04878497123718262,4.705391883850098,11.160298347473145,13.787676095962524,Mixed_D-N_Nd100_fem,success
100,20,100,,0.1,0.1,False,42,30,100,10,"{'bc_type': 'mixed_neumann_dirichlet', 'left': 0, 'right': 0}",spectral,Mixed_N-D,10.0,0.013476049015374025,0.4410287507266704,0.7141994648305874,0.30411977356504516,0.4240728442648266,0.9829945423954599,20,100.0,0.012987179860304069,0.7305468177387624,98.222265904805,5.4836273193359375e-06,0.00010347366333007812,0.0034644603729248047,0.00011420249938964844,0.1756291389465332,0.026275634765625,0.4204518795013428,0.6223795413970947,2.433318614959717,Mixed_N-D_Nd10_spectral,success
100,20,100,,0.1,0.1,False,42,30,100,10,"{'bc_type': 'mixed_neumann_dirichlet', 'left': 0, 'right': 0}",fem,Mixed_N-D,10.0,0.013476049015374025,0.4378340504062252,0.709025985198258,0.3022168785640796,0.42072512365478715,0.9749471174581199,20,100.0,0.013163059400225089,0.7305468177387624,98.19819085093432,4.76837158203125e-06,0.00013136863708496094,0.003400087356567383,0.00018525123596191406,0.5135557651519775,0.04861283302307129,1.0591444969177246,1.6213436126708984,3.754342555999756,Mixed_N-D_Nd10_fem,success
100,20,100,,0.1,0.1,False,42,30,100,20,"{'bc_type': 'mixed_neumann_dirichlet', 'left': 0, 'right': 0}",spectral,Mixed_N-D,10.0,0.04996236800612683,0.2827660770386093,0.4579097860637654,0.20250436866916086,0.2577123633365474,0.5196760880792958,20,100.0,0.1098037763647706,0.9162741985162441,88.01627541814668,5.4836273193359375e-06,0.00010752677917480469,0.007191658020019531,0.0001163482666015625,0.3339259624481201,0.026221275329589844,0.452974796295166,0.8131463527679443,2.6812057495117188,Mixed_N-D_Nd20_spectral,success
100,20,100,,0.1,0.1,False,42,30,100,20,"{'bc_type': 'mixed_neumann_dirichlet', 'left': 0, 'right': 0}",fem,Mixed_N-D,10.0,0.04996236800612683,0.2806767895602286,0.45452640573656883,0.20149598573564936,0.2558521511640535,0.5134375797928168,20,100.0,0.11027451896275134,0.9162741985162441,87.96489968381486,5.245208740234375e-06,0.00010633468627929688,0.007250070571899414,0.00019598007202148438,1.129892110824585,0.04800224304199219,1.4037213325500488,2.5816380977630615,4.850948095321655,Mixed_N-D_Nd20_fem,success
100,20,100,,0.1,0.1,False,42,30,100,30,"{'bc_type': 'mixed_neumann_dirichlet', 'left': 0, 'right': 0}",spectral,Mixed_N-D,10.0,0.04996236800612683,0.15559972141787018,0.25197730891994435,0.08493222232095274,0.1104354288690109,0.24036607869034654,20,100.0,0.12398246050216383,1.0708732632572224,88.42230310942189,5.4836273193359375e-06,0.00010848045349121094,0.011208534240722656,0.00011658668518066406,0.5035197734832764,0.02747368812561035,0.5230612754821777,1.054079532623291,2.944512367248535,Mixed_N-D_Nd30_spectral,success
100,20,100,,0.1,0.1,False,42,30,100,30,"{'bc_type': 'mixed_neumann_dirichlet', 'left': 0, 'right': 0}",fem,Mixed_N-D,10.0,0.04996236800612683,0.15554095085581401,0.2518821362041086,0.08819838818349034,0.11206292292670454,0.24185113376289857,20,100.0,0.12552510640907383,1.0708732632572224,88.27824816288062,5.245208740234375e-06,0.0001087188720703125,0.011309146881103516,0.00017404556274414062,1.7703254222869873,0.05118918418884277,1.9329047203063965,3.754444122314453,6.141433000564575,Mixed_N-D_Nd30_fem,success
100,20,100,,0.1,0.1,False,42,30,100,50,"{'bc_type': 'mixed_neumann_dirichlet', 'left': 0, 'right': 0}",spectral,Mixed_N-D,10.0,0.10098413535602901,0.18637127446411242,0.3018085879044127,0.0794335584535307,0.10093104834535074,0.23544898834836991,20,100.0,0.4690794832049967,1.5986260961790317,70.65733605086452,5.9604644775390625e-06,0.00012183189392089844,0.01926875114440918,0.00011348724365234375,0.8461825847625732,0.026371240615844727,0.5762121677398682,1.4487910270690918,3.435211658477783,Mixed_N-D_Nd50_spectral,success
100,20,100,,0.1,0.1,False,42,30,100,50,"{'bc_type': 'mixed_neumann_dirichlet', 'left': 0, 'right': 0}",fem,Mixed_N-D,10.0,0.10098413535602901,0.18463228053450026,0.2989924709691193,0.07915719757596756,0.10040021354783246,0.23060318213481978,20,100.0,0.4709591570403251,1.5986260961790317,70.53975547090144,5.4836273193359375e-06,0.00010323524475097656,0.019490957260131836,0.00019216537475585938,2.775296926498413,0.050321340560913086,2.6202125549316406,5.445854187011719,7.8175859451293945,Mixed_N-D_Nd50_fem,success
100,20,100,,0.1,0.1,False,42,30,100,75,"{'bc_type': 'mixed_neumann_dirichlet', 'left': 0, 'right': 0}",spectral,Mixed_N-D,10.0,0.10098413535602901,0.17571179344683852,0.2845466846263041,0.08445564869365775,0.10613485045449172,0.21550175921167103,20,100.0,0.6416092712136151,1.789144078553499,64.138758923633,5.9604644775390625e-06,0.00010991096496582031,0.030481338500976562,0.00012159347534179688,1.477480173110962,0.02780628204345703,0.6461582183837891,2.15147066116333,4.2874650955200195,Mixed_N-D_Nd75_spectral,success
100,20,100,,0.1,0.1,False,42,30,100,75,"{'bc_type': 'mixed_neumann_dirichlet', 'left': 0, 'right': 0}",fem,Mixed_N-D,10.0,0.10098413535602901,0.1764776358813676,0.2857868855338051,0.08679933808368406,0.10953437442506868,0.2211794694548801,19,95.0,0.6445389254019394,1.789144078553499,63.975012793657115,5.4836273193359375e-06,0.0001087188720703125,0.029300212860107422,0.00018477439880371094,4.616353511810303,0.05057072639465332,3.6284396648406982,8.29538869857788,10.843656063079834,Mixed_N-D_Nd75_fem,success
100,20,100,,0.1,0.1,False,42,30,100,100,"{'bc_type': 'mixed_neumann_dirichlet', 'left': 0, 'right': 0}",spectral,Mixed_N-D,10.0,0.10924439116284056,0.15044830651037067,0.243635136750909,0.06472034264157626,0.07649816465171598,0.1394821571209909,20,100.0,0.8137613813789065,2.126931328317275,61.74011964821098,5.245208740234375e-06,0.00011014938354492188,0.04043221473693848,0.00011897087097167969,1.964426040649414,0.026953935623168945,0.6803300380706787,2.67173433303833,4.908287286758423,Mixed_N-D_Nd100_spectral,success
100,20,100,,0.1,0.1,False,42,30,100,100,"{'bc_type': 'mixed_neumann_dirichlet', 'left': 0, 'right': 0}",fem,Mixed_N-D,10.0,0.10924439116284056,0.14986632483655224,0.24269267891953752,0.06621618781406902,0.07834337368132185,0.1469363552522861,20,100.0,0.8158848888084896,2.126931328317275,61.64028062655045,5.245208740234375e-06,0.00010800361633300781,0.03859710693359375,0.00017571449279785156,6.548404216766357,0.049201011657714844,4.62531042098999,11.222936868667603,13.85612154006958,Mixed_N-D_Nd100_fem,success
