N,N_d,N_p,K,basis,alpha,noise_level,compute_model_posterior,random_seed,n_jobs,method,dofs,bc_config,bc_name,snr,noise_std,model_rms_error,model_relative_error,property_mean_abs_error,property_rms_error,property_max_error,properties_within_2sigma,properties_within_2sigma_pct,data_misfit_posterior,data_misfit_prior,data_fit_improvement_pct,setup_spaces,create_operators,generate_data,setup_prior,model_posterior_compute,property_mapping,property_covariance_extract,inference_total,total,run_name,status
100,50,20,100,,0.1,0.1,False,42,30,fem,100,"{'bc_type': 'dirichlet', 'left': 0, 'right': 0}",Dirichlet_0_0,10.0,0.10098413535602901,0.18129434573249198,0.29358703822736326,0.07939379205844163,0.10068274769973944,0.2306010993956844,20,100.0,0.4733297543008997,1.5986260961790317,70.39146580728087,6.198883056640625e-06,0.0001666545867919922,0.019306182861328125,0.00020647048950195312,3.107665777206421,0.05219388008117676,2.631113052368164,5.791003942489624,9.135809421539307,bc_Dirichlet_0_0,success
100,50,20,100,,0.1,0.1,False,42,30,fem,100,"{'bc_type': 'neumann', 'left': 0, 'right': 0}",Neumann_0_0,10.0,0.10098413535602901,0.2034153613759573,0.3294096858621053,0.09839930935390029,0.13661253552199276,0.3454401022780389,20,100.0,0.49072355994418315,1.5986260961790317,69.30341865949205,1.5020370483398438e-05,0.00011324882507324219,0.019370317459106445,0.00021386146545410156,2.868478298187256,0.04935717582702637,2.641758441925049,5.559624433517456,7.973571300506592,bc_Neumann_0_0,success
100,50,20,100,,0.1,0.1,False,42,30,fem,100,"{'bc_type': 'mixed_dirichlet_neumann', 'left': 0, 'right': 0}",Mixed_Dirichlet_Neumann_0_0,10.0,0.10098413535602901,0.19242595671131416,0.311613506095224,0.08116472757334496,0.10102217770509178,0.23060859501250175,20,100.0,0.4752406102799281,1.5986260961790317,70.27193466841133,9.5367431640625e-06,0.00010919570922851562,0.019568920135498047,0.00020742416381835938,2.8632001876831055,0.051108598709106445,2.6683855056762695,5.582725763320923,8.018536567687988,bc_Mixed_Dirichlet_Neumann_0_0,success
100,50,20,100,,0.1,0.1,False,42,30,fem,100,"{'bc_type': 'mixed_neumann_dirichlet', 'left': 0, 'right': 0}",Mixed_Neumann_Dirichlet_0_0,10.0,0.10098413535602901,0.18463228053450026,0.2989924709691193,0.07915719757596756,0.10040021354783246,0.23060318213481978,20,100.0,0.4709591570403251,1.5986260961790317,70.53975547090144,8.58306884765625e-06,0.00014138221740722656,0.01945948600769043,0.00020956993103027344,2.8817174434661865,0.04921722412109375,2.5558114051818848,5.486775636672974,7.7958128452301025,bc_Mixed_Neumann_Dirichlet_0_0,success
