function_index,method,n_points,vectorized,run,time_s,result
2,trapz,21,True,1,4.8170997615670785e-05,1.0000000000000002
3,trapz,21,True,1,4.7932000597938895e-05,0.9999999999999998
4,trapz,21,True,1,4.713900125352666e-05,1.0000000000000002
5,trapz,21,True,1,4.696899850387126e-05,1.0000000000000004
6,trapz,21,True,1,4.7650999476900324e-05,1.0000000000000002
7,trapz,21,True,1,4.76909990538843e-05,1.0000000000000004
0,trapz,21,True,2,5.403300019679591e-05,1.0
1,trapz,21,True,2,4.9944999773288146e-05,1.0
2,trapz,21,True,2,5.09570018039085e-05,1.0000000000000002
3,trapz,21,True,2,5.007499930798076e-05,0.9999999999999998
4,trapz,21,True,2,4.8541998694418e-05,1.0000000000000002
5,trapz,21,True,2,4.8663001507520676e-05,1.0000000000000004
6,trapz,21,True,2,4.813199848285876e-05,1.0000000000000002
7,trapz,21,True,2,5.07869990542531e-05,1.0000000000000004
0,trapz,45,True,0,5.4634001571685076e-05,1.0
1,trapz,45,True,0,5.090700142318383e-05,1.0000000000000004
2,trapz,45,True,0,4.965499829268083e-05,1.0
3,trapz,45,True,0,4.991499736206606e-05,1.0
4,trapz,45,True,0,5.100799899082631e-05,1.0000000000000004
5,trapz,45,True,0,9.555200085742399e-05,1.0
6,trapz,45,True,0,5.8670997532317415e-05,1.0
7,trapz,45,True,0,4.965500193065964e-05,1.0000000000000002
0,trapz,45,True,1,5.1818999054376036e-05,1.0
1,trapz,45,True,1,4.9995000154012814e-05,1.0000000000000004
2,trapz,45,True,1,4.9705002311384305e-05,1.0
3,trapz,45,True,1,4.943499880027957e-05,1.0
4,trapz,45,True,1,5.0255999667569995e-05,1.0000000000000004
5,trapz,45,True,1,4.9735001084627584e-05,1.0
6,trapz,45,True,1,4.934399839839898e-05,1.0
7,trapz,45,True,1,4.911399810225703e-05,1.0000000000000002
0,trapz,45,True,2,5.190899901208468e-05,1.0
1,trapz,45,True,2,4.9985002988250926e-05,1.0000000000000004
2,trapz,45,True,2,0.00012148099995101802,1.0
3,trapz,45,True,2,5.4784999520052224e-05,1.0
4,trapz,45,True,2,5.038599920226261e-05,1.0000000000000004
5,trapz,45,True,2,4.9193997256224975e-05,1.0
6,trapz,45,True,2,6.158799806144089e-05,1.0
7,trapz,45,True,2,4.8913996579358354e-05,1.0000000000000002
0,trapz,97,True,0,5.45940019947011e-05,1.0
1,trapz,97,True,0,5.228000009083189e-05,1.0
2,trapz,97,True,0,5.0706999900285155e-05,1.0
3,trapz,97,True,0,5.0425998779246584e-05,1.0000000000000002
4,trapz,97,True,0,5.0466001994209364e-05,1.0000000000000002
5,trapz,97,True,0,5.02459988638293e-05,1.0
6,trapz,97,True,0,5.1277998863952234e-05,1.0000000000000004
7,trapz,97,True,0,5.00960013596341e-05,1.0
0,trapz,97,True,1,5.321199932950549e-05,1.0
1,trapz,97,True,1,5.107700053486042e-05,1.0
2,trapz,97,True,1,5.068600148661062e-05,1.0
3,trapz,97,True,1,5.061599949840456e-05,1.0000000000000002
4,trapz,97,True,1,5.014600174035877e-05,1.0000000000000002
5,trapz,97,True,1,9.782599954633042e-05,1.0
6,trapz,97,True,1,5.6777997087920085e-05,1.0000000000000004
7,trapz,97,True,1,5.031600085203536e-05,1.0
0,trapz,97,True,2,4.945399996358901e-05,1.0
1,trapz,97,True,2,5.0396000006003305e-05,1.0
2,trapz,97,True,2,5.29710014234297e-05,1.0
3,trapz,97,True,2,5.176899867365137e-05,1.0000000000000002
4,trapz,97,True,2,5.047599915997125e-05,1.0000000000000002
5,trapz,97,True,2,5.022600089432672e-05,1.0
6,trapz,97,True,2,5.038599920226261e-05,1.0000000000000004
7,trapz,97,True,2,5.330200292519294e-05,1.0
0,trapz,206,True,0,6.957300138310529e-05,1.0
1,trapz,206,True,0,5.647799844155088e-05,1.0000000000000002
2,trapz,206,True,0,5.530600174097344e-05,1.0000000000000002
3,trapz,206,True,0,5.729900294682011e-05,1.0
4,trapz,206,True,0,5.437399886432104e-05,1.0000000000000002
5,trapz,206,True,0,5.68389987165574e-05,1.0000000000000002
6,trapz,206,True,0,5.380299990065396e-05,1.0
7,trapz,206,True,0,5.417400097940117e-05,1.0
0,trapz,206,True,1,4.993499896954745e-05,1.0
1,trapz,206,True,1,5.427400174085051e-05,1.0000000000000002
2,trapz,206,True,1,5.372200030251406e-05,1.0000000000000002
3,trapz,206,True,1,5.40530018042773e-05,1.0
4,trapz,206,True,1,5.367300036596134e-05,1.0000000000000002
5,trapz,206,True,1,5.415300256572664e-05,1.0000000000000002
6,trapz,206,True,1,5.3953001042827964e-05,1.0
7,trapz,206,True,1,5.573599992203526e-05,1.0
0,trapz,206,True,2,4.790199818671681e-05,1.0
1,trapz,206,True,2,5.503499778569676e-05,1.0000000000000002
2,trapz,206,True,2,5.390299702412449e-05,1.0000000000000002
3,trapz,206,True,2,5.4063002608017996e-05,1.0
4,trapz,206,True,2,5.408300057752058e-05,1.0000000000000002
5,trapz,206,True,2,7.924100282252766e-05,1.0000000000000002
6,trapz,206,True,2,7.252900104504079e-05,1.0
7,trapz,206,True,2,5.828099892823957e-05,1.0
0,trapz,440,True,0,5.349200000637211e-05,1.0
1,trapz,440,True,0,0.00017428199862479232,1.0
2,trapz,440,True,0,7.573499897262082e-05,1.0000000000000002
3,trapz,440,True,0,6.324999776552431e-05,1.0
4,trapz,440,True,0,6.09560011071153e-05,1.0
5,trapz,440,True,0,6.099600068409927e-05,1.0000000000000002
6,trapz,440,True,0,6.083600237616338e-05,1.0000000000000002
7,trapz,440,True,0,6.28199995844625e-05,1.0000000000000002
0,trapz,440,True,1,5.995399988023564e-05,1.0
1,trapz,440,True,1,6.130700057838112e-05,1.0
2,trapz,440,True,1,6.437300180550665e-05,1.0000000000000002
3,trapz,440,True,1,6.264900002861395e-05,1.0
4,trapz,440,True,1,5.980399873806164e-05,1.0
5,trapz,440,True,1,6.081600076868199e-05,1.0000000000000002
6,trapz,440,True,1,7.008399916230701e-05,1.0000000000000002
7,trapz,440,True,1,6.137699892860837e-05,1.0000000000000002
0,trapz,440,True,2,5.751899880124256e-05,1.0
1,trapz,440,True,2,6.355100049404427e-05,1.0
2,trapz,440,True,2,6.086600114940666e-05,1.0000000000000002
3,trapz,440,True,2,5.9863999922527e-05,1.0
4,trapz,440,True,2,6.0064001445425674e-05,1.0
5,trapz,440,True,2,6.0967002355027944e-05,1.0000000000000002
6,trapz,440,True,2,0.00010458900214871392,1.0000000000000002
7,trapz,440,True,2,7.727800038992427e-05,1.0000000000000002
0,trapz,938,True,0,6.299000233411789e-05,1.0
1,trapz,938,True,0,7.526300032623112e-05,1.0000000000000002
2,trapz,938,True,0,7.357000140473247e-05,1.0000000000000002
3,trapz,938,True,0,7.482300134142861e-05,1.0
4,trapz,938,True,0,7.582500256830826e-05,1.0000000000000002
5,trapz,938,True,0,7.496300167986192e-05,1.0
6,trapz,938,True,0,7.726699914201163e-05,1.0000000000000002
7,trapz,938,True,0,7.524299871874973e-05,1.0
0,trapz,938,True,1,5.571699875872582e-05,1.0
1,trapz,938,True,1,7.370000093942508e-05,1.0000000000000002
2,trapz,938,True,1,7.718699998804368e-05,1.0000000000000002
3,trapz,938,True,1,7.463199654011987e-05,1.0
4,trapz,938,True,1,7.36010006221477e-05,1.0000000000000002
5,trapz,938,True,1,7.447200187016279e-05,1.0
6,trapz,938,True,1,7.454200022039004e-05,1.0000000000000002
7,trapz,938,True,1,7.365100100287236e-05,1.0
0,trapz,938,True,2,5.587600026046857e-05,1.0
1,trapz,938,True,2,7.901100252638571e-05,1.0000000000000002
2,trapz,938,True,2,7.446199742844328e-05,1.0000000000000002
3,trapz,938,True,2,7.455200102413073e-05,1.0
4,trapz,938,True,2,0.0001249980014108587,1.0000000000000002
5,trapz,938,True,2,8.357900151167996e-05,1.0
6,trapz,938,True,2,0.00011695200009853579,1.0000000000000002
7,trapz,938,True,2,8.10450001154095e-05,1.0
0,trapz,2000,True,0,7.072500011418015e-05,1.0
1,trapz,2000,True,0,0.00010303599992766976,1.0
2,trapz,2000,True,0,9.977999798138626e-05,1.0
3,trapz,2000,True,0,0.00010459000259288587,1.0
4,trapz,2000,True,0,9.979999958886765e-05,1.0000000000000002
5,trapz,2000,True,0,0.00010154399933526292,1.0
6,trapz,2000,True,0,0.00010125300104846247,1.0000000000000002
7,trapz,2000,True,0,0.00010733499948401004,1.0
0,trapz,2000,True,1,6.427300104405731e-05,1.0
1,trapz,2000,True,1,0.00010070200005429797,1.0
2,trapz,2000,True,1,0.00010072200166177936,1.0
3,trapz,2000,True,1,0.00010153299808735028,1.0
4,trapz,2000,True,1,0.0001041489995259326,1.0000000000000002
5,trapz,2000,True,1,0.00015336200158344582,1.0
6,trapz,2000,True,1,0.00011543999789864756,1.0000000000000002
7,trapz,2000,True,1,0.0001044590026140213,1.0
0,trapz,2000,True,2,0.00010508999912417494,1.0
1,trapz,2000,True,2,0.00010560200098552741,1.0
2,trapz,2000,True,2,9.949000013875775e-05,1.0
3,trapz,2000,True,2,0.00010139399819308892,1.0
4,trapz,2000,True,2,9.983999916585162e-05,1.0000000000000002
5,trapz,2000,True,2,0.00010291600119671784,1.0
6,trapz,2000,True,2,0.0001005710000754334,1.0000000000000002
7,trapz,2000,True,2,0.00010190399916609749,1.0
