success,execution_time,failure_type,failure_stage,error_message,warnings_count,memory_peak,param_N,param_N_d,param_N_p,param_endpoints,param_basis_type,param_integration_method_G,param_integration_method_T,param_n_points_G,param_n_points_T,param_alpha,param_K,param_true_data_noise,param_assumed_data_noise,param_m_bar_callable,param_m_0_callable,param_solver,result_compute_property_posterior
True,3.0390079021453857,,,,0,,32,100,1,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.665447473526001, 'cov_P_computation_time': 0.35797691345214844, 'cov_P_shape': (1, 1), 'cov_P_min_eigenvalue': 0.0012429923766624415, 'cov_P_max_eigenvalue': 0.0012429923766624415, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 1.0, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,5.198169231414795,,,,0,,32,100,8,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.6338951587677, 'cov_P_computation_time': 2.5487072467803955, 'cov_P_shape': (8, 8), 'cov_P_min_eigenvalue': 0.00031066250993537, 'cov_P_max_eigenvalue': 0.014926171065327482, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 48.046257877826044, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
False,7.395592927932739,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -3.9000805967180074e-06); Gaussian measure construction failed: Covariance matrix is not non-negative; 2 negative eigenvalues detected,0,,32,100,15,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.5954749584198, 'cov_P_computation_time': 4.784894943237305, 'cov_P_shape': (15, 15), 'cov_P_min_eigenvalue': -3.9000805967180074e-06, 'cov_P_max_eigenvalue': 0.029359837979451416, 'cov_P_num_negative_eigenvalues': 2, 'cov_P_condition_number': 7528.0080119775685, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 3.91e-06 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,9.693206071853638,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -1.9792323355036814e-05); Gaussian measure construction failed: Covariance matrix is not non-negative; 3 negative eigenvalues detected,0,,32,100,22,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.6370038986206055, 'cov_P_computation_time': 7.04079008102417, 'cov_P_shape': (22, 22), 'cov_P_min_eigenvalue': -1.9792323355036814e-05, 'cov_P_max_eigenvalue': 0.0442302522473713, 'cov_P_num_negative_eigenvalues': 3, 'cov_P_condition_number': 2234.717544472385, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 1.98e-05 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,12.193619012832642,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.0003268201342743713); Gaussian measure construction failed: Covariance matrix is not non-negative; 6 negative eigenvalues detected,0,,32,100,30,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.6448659896850586, 'cov_P_computation_time': 9.53343415260315, 'cov_P_shape': (30, 30), 'cov_P_min_eigenvalue': -0.0003268201342743713, 'cov_P_max_eigenvalue': 0.060038534122422146, 'cov_P_num_negative_eigenvalues': 6, 'cov_P_condition_number': 183.70512653917072, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 3.27e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
True,0.22822976112365723,,,,0,,55,10,1,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.14975881576538086, 'cov_P_computation_time': 0.07605338096618652, 'cov_P_shape': (1, 1), 'cov_P_min_eigenvalue': 0.0026918867968441164, 'cov_P_max_eigenvalue': 0.0026918867968441164, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 1.0, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,0.624380350112915,,,,0,,55,10,8,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.15148091316223145, 'cov_P_computation_time': 0.470522403717041, 'cov_P_shape': (8, 8), 'cov_P_min_eigenvalue': 0.0007075164866339438, 'cov_P_max_eigenvalue': 0.056378730984589634, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 79.68539539313798, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
False,1.0175604820251465,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -2.472471290060932e-06); Gaussian measure construction failed: Covariance matrix is not non-negative; 1 negative eigenvalues detected,0,,55,10,15,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.14967799186706543, 'cov_P_computation_time': 0.8657176494598389, 'cov_P_shape': (15, 15), 'cov_P_min_eigenvalue': -2.472471290060932e-06, 'cov_P_max_eigenvalue': 0.11124979459130366, 'cov_P_num_negative_eigenvalues': 1, 'cov_P_condition_number': 44995.383784036574, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 2.48e-06 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,1.4273006916046143,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.00013682931002759468); Gaussian measure construction failed: Covariance matrix is not non-negative; 3 negative eigenvalues detected,0,,55,10,22,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.15063834190368652, 'cov_P_computation_time': 1.2743303775787354, 'cov_P_shape': (22, 22), 'cov_P_min_eigenvalue': -0.00013682931002759468, 'cov_P_max_eigenvalue': 0.16850051217119139, 'cov_P_num_negative_eigenvalues': 3, 'cov_P_condition_number': 1231.4650431052346, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 1.37e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,1.8953478336334229,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.0008485296693976267); Gaussian measure construction failed: Covariance matrix is not non-negative; 7 negative eigenvalues detected,0,,55,10,30,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.15107178688049316, 'cov_P_computation_time': 1.7418291568756104, 'cov_P_shape': (30, 30), 'cov_P_min_eigenvalue': -0.0008485296693976267, 'cov_P_max_eigenvalue': 0.23026713026380302, 'cov_P_num_negative_eigenvalues': 7, 'cov_P_condition_number': 271.37192554182604, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 8.49e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
True,0.7127461433410645,,,,0,,55,32,1,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.55997633934021, 'cov_P_computation_time': 0.1472916603088379, 'cov_P_shape': (1, 1), 'cov_P_min_eigenvalue': 0.0018425704053267467, 'cov_P_max_eigenvalue': 0.0018425704053267467, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 1.0, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,1.5843276977539062,,,,0,,55,32,8,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.5621058940887451, 'cov_P_computation_time': 1.0165956020355225, 'cov_P_shape': (8, 8), 'cov_P_min_eigenvalue': 0.0006184952610863216, 'cov_P_max_eigenvalue': 0.041806672394341514, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 67.59416769162065, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
False,2.4640023708343506,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -3.1444177721945585e-05); Gaussian measure construction failed: Covariance matrix is not non-negative; 1 negative eigenvalues detected,0,,55,32,15,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.5623490810394287, 'cov_P_computation_time': 1.8962581157684326, 'cov_P_shape': (15, 15), 'cov_P_min_eigenvalue': -3.1444177721945585e-05, 'cov_P_max_eigenvalue': 0.08221882166676237, 'cov_P_num_negative_eigenvalues': 1, 'cov_P_condition_number': 2614.7550237696323, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 3.15e-05 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,3.3437552452087402,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -6.965663801170044e-05); Gaussian measure construction failed: Covariance matrix is not non-negative; 3 negative eigenvalues detected,0,,55,32,22,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.5655386447906494, 'cov_P_computation_time': 2.7728469371795654, 'cov_P_shape': (22, 22), 'cov_P_min_eigenvalue': -6.965663801170044e-05, 'cov_P_max_eigenvalue': 0.124292164203781, 'cov_P_num_negative_eigenvalues': 3, 'cov_P_condition_number': 1784.35491220382, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 6.97e-05 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,4.349759817123413,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.000790586566636123); Gaussian measure construction failed: Covariance matrix is not non-negative; 8 negative eigenvalues detected,0,,55,32,30,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.5614755153656006, 'cov_P_computation_time': 3.7827000617980957, 'cov_P_shape': (30, 30), 'cov_P_min_eigenvalue': -0.000790586566636123, 'cov_P_max_eigenvalue': 0.16970567021752936, 'cov_P_num_negative_eigenvalues': 8, 'cov_P_condition_number': 214.6579228377383, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 7.91e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
True,1.350581407546997,,,,0,,55,55,1,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.1242351531982422, 'cov_P_computation_time': 0.2174069881439209, 'cov_P_shape': (1, 1), 'cov_P_min_eigenvalue': 0.0016000992554692716, 'cov_P_max_eigenvalue': 0.0016000992554692716, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 1.0, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,2.6733763217926025,,,,0,,55,55,8,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.1217801570892334, 'cov_P_computation_time': 1.5426292419433594, 'cov_P_shape': (8, 8), 'cov_P_min_eigenvalue': 0.0004570928711773693, 'cov_P_max_eigenvalue': 0.02830483038281071, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 61.92358745369136, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
False,4.008776903152466,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -2.727333766073281e-06); Gaussian measure construction failed: Covariance matrix is not non-negative; 1 negative eigenvalues detected,0,,55,55,15,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.122387170791626, 'cov_P_computation_time': 2.877643585205078, 'cov_P_shape': (15, 15), 'cov_P_min_eigenvalue': -2.727333766073281e-06, 'cov_P_max_eigenvalue': 0.05581806494023857, 'cov_P_num_negative_eigenvalues': 1, 'cov_P_condition_number': 20466.16576034383, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 2.74e-06 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,5.338801860809326,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -5.136380070854876e-05); Gaussian measure construction failed: Covariance matrix is not non-negative; 2 negative eigenvalues detected,0,,55,55,22,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.1209027767181396, 'cov_P_computation_time': 4.209264755249023, 'cov_P_shape': (22, 22), 'cov_P_min_eigenvalue': -5.136380070854876e-05, 'cov_P_max_eigenvalue': 0.08426489252378488, 'cov_P_num_negative_eigenvalues': 2, 'cov_P_condition_number': 1640.5501805040728, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 5.14e-05 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,6.873163938522339,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.000698371502281182); Gaussian measure construction failed: Covariance matrix is not non-negative; 7 negative eigenvalues detected,0,,55,55,30,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.123084306716919, 'cov_P_computation_time': 5.741506576538086, 'cov_P_shape': (30, 30), 'cov_P_min_eigenvalue': -0.000698371502281182, 'cov_P_max_eigenvalue': 0.11490680762469116, 'cov_P_num_negative_eigenvalues': 7, 'cov_P_condition_number': 164.53536155091675, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 6.98e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
True,2.0880227088928223,,,,0,,55,77,1,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.7929463386535645, 'cov_P_computation_time': 0.28339719772338867, 'cov_P_shape': (1, 1), 'cov_P_min_eigenvalue': 0.0014142959065772847, 'cov_P_max_eigenvalue': 0.0014142959065772847, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 1.0, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,3.8666677474975586,,,,0,,55,77,8,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.7914457321166992, 'cov_P_computation_time': 2.063261032104492, 'cov_P_shape': (8, 8), 'cov_P_min_eigenvalue': 0.0003777616633604068, 'cov_P_max_eigenvalue': 0.016227518590052392, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 42.9570286346669, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,5.654855728149414,,,,0,,55,77,15,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.8088688850402832, 'cov_P_computation_time': 3.833885669708252, 'cov_P_shape': (15, 15), 'cov_P_min_eigenvalue': 3.1333245655466935e-06, 'cov_P_max_eigenvalue': 0.032034813119347555, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 10223.905136287154, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
False,7.480579853057861,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -2.9581733612690564e-05); Gaussian measure construction failed: Covariance matrix is not non-negative; 2 negative eigenvalues detected,0,,55,77,22,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.79612135887146, 'cov_P_computation_time': 5.672583103179932, 'cov_P_shape': (22, 22), 'cov_P_min_eigenvalue': -2.9581733612690564e-05, 'cov_P_max_eigenvalue': 0.0482387336179121, 'cov_P_num_negative_eigenvalues': 2, 'cov_P_condition_number': 1630.6932598844608, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 2.96e-05 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,9.539469957351685,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.00034092428072386683); Gaussian measure construction failed: Covariance matrix is not non-negative; 6 negative eigenvalues detected,0,,55,77,30,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 1.7803974151611328, 'cov_P_computation_time': 7.747177600860596, 'cov_P_shape': (30, 30), 'cov_P_min_eigenvalue': -0.00034092428072386683, 'cov_P_max_eigenvalue': 0.0655730461313774, 'cov_P_num_negative_eigenvalues': 6, 'cov_P_condition_number': 192.33903197551538, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 3.41e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
True,3.005122661590576,,,,0,,55,100,1,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.6379001140594482, 'cov_P_computation_time': 0.35182690620422363, 'cov_P_shape': (1, 1), 'cov_P_min_eigenvalue': 0.0012429923766624415, 'cov_P_max_eigenvalue': 0.0012429923766624415, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 1.0, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,5.262403726577759,,,,0,,55,100,8,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.6535303592681885, 'cov_P_computation_time': 2.5934836864471436, 'cov_P_shape': (8, 8), 'cov_P_min_eigenvalue': 0.00031066250993537, 'cov_P_max_eigenvalue': 0.014926171065327482, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 48.046257877826044, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
False,7.434229612350464,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -3.9000805967180074e-06); Gaussian measure construction failed: Covariance matrix is not non-negative; 2 negative eigenvalues detected,0,,55,100,15,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.638016700744629, 'cov_P_computation_time': 4.781092166900635, 'cov_P_shape': (15, 15), 'cov_P_min_eigenvalue': -3.9000805967180074e-06, 'cov_P_max_eigenvalue': 0.029359837979451416, 'cov_P_num_negative_eigenvalues': 2, 'cov_P_condition_number': 7528.0080119775685, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 3.91e-06 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,9.703732967376709,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -1.9792323355036814e-05); Gaussian measure construction failed: Covariance matrix is not non-negative; 3 negative eigenvalues detected,0,,55,100,22,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.6213645935058594, 'cov_P_computation_time': 7.067391395568848, 'cov_P_shape': (22, 22), 'cov_P_min_eigenvalue': -1.9792323355036814e-05, 'cov_P_max_eigenvalue': 0.0442302522473713, 'cov_P_num_negative_eigenvalues': 3, 'cov_P_condition_number': 2234.717544472385, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 1.98e-05 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
False,12.287652492523193,numerical_instability,compute_property_posterior,Covariance matrix not positive definite (min eigenvalue: -0.0003268201342743713); Gaussian measure construction failed: Covariance matrix is not non-negative; 6 negative eigenvalues detected,0,,55,100,30,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 2.628187656402588, 'cov_P_computation_time': 9.644489288330078, 'cov_P_shape': (30, 30), 'cov_P_min_eigenvalue': -0.0003268201342743713, 'cov_P_max_eigenvalue': 0.060038534122422146, 'cov_P_num_negative_eigenvalues': 6, 'cov_P_condition_number': 183.70512653917072, 'cov_P_is_positive_definite': False, 'cov_P_is_invertible': True, 'cov_P_suggested_regularization': ['Add diagonal regularization ~ 3.27e-04 to cov_P'], 'cov_P_measure_failed': True, 'cov_P_measure_error': 'Covariance matrix is not non-negative'}"
True,0.2301959991455078,,,,0,,77,10,1,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.15178322792053223, 'cov_P_computation_time': 0.07589554786682129, 'cov_P_shape': (1, 1), 'cov_P_min_eigenvalue': 0.0026918867968441164, 'cov_P_max_eigenvalue': 0.0026918867968441164, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 1.0, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
True,0.6148068904876709,,,,0,,77,10,8,"(0, 1)",sine,trapz,trapz,500,500,0.1,50,0.1,0.1,<function <lambda> at 0x7f5765e2de40>,<function <lambda> at 0x7f5765ebaca0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f5765da6610>,"{'property_posterior_computation_time': 0.15034866333007812, 'cov_P_computation_time': 0.4620504379272461, 'cov_P_shape': (8, 8), 'cov_P_min_eigenvalue': 0.0007075164866339438, 'cov_P_max_eigenvalue': 0.056378730984589634, 'cov_P_num_negative_eigenvalues': 0, 'cov_P_condition_number': 79.68539539313798, 'cov_P_is_positive_definite': True, 'cov_P_is_invertible': True}"
