success,execution_time,failure_type,failure_stage,error_message,warnings_count,memory_peak,param_N,param_N_d,param_N_p,param_endpoints,param_basis_type,param_integration_method_G,param_integration_method_T,param_n_points_G,param_n_points_T,param_alpha,param_K,param_true_data_noise,param_assumed_data_noise,param_m_bar_callable,param_m_0_callable,param_solver,result_compute_property_posterior_detailed
True,6.162931680679321,,,,0,,15,30,10,"(0, 1)",sine,trapz,trapz,200,200,0.01,20,0.1,0.1,<function create_base_config.<locals>.<lambda> at 0x7f4295990860>,<function create_base_config.<locals>.<lambda> at 0x7f4295990900>,<pygeoinf.linear_solvers.LUSolver object at 0x7f42995f2ed0>,"{'model_posterior_measure_time': 0.4964587688446045, 'property_mapping_time': 0.0006136894226074219, 'cov_P_matrix_time': 1.1940717697143555, 'property_operator_analysis_time': 1.7846179008483887, 'normal_operator_time': 4.291534423828125e-06, 'normal_op_matrix_time': 0.40375709533691406, 'solver_time': 0.4099562168121338, 'posterior_mean_time': 0.0936434268951416, 'posterior_cov_time': 6.67572021484375e-06, 'C_M_matrix_time': 1.7744410037994385, 'solver_failed': False, 'normal_op_shape': (30, 30), 'normal_op_min_eigenvalue': 2.4583215040661657e-05, 'normal_op_max_eigenvalue': 4.42251430104585e-05, 'normal_op_num_negative_eigenvalues': 0, 'normal_op_condition_number': 1.7989975248277446, 'normal_op_is_positive_definite': True, 'normal_op_is_invertible': True, 'model_post_shape': (15, 15), 'model_post_min_eigenvalue': 3.5764412059659683e-06, 'model_post_max_eigenvalue': 0.0009002684023195406, 'model_post_num_negative_eigenvalues': 0, 'model_post_condition_number': 251.72185154834253, 'model_post_is_positive_definite': True, 'model_post_is_invertible': True, 'model_cov_P_measure_failed': False, 'model_cov_P_measure_error': None, 'property_post_shape': (10, 10), 'property_post_min_eigenvalue': 6.0340206014551184e-05, 'property_post_max_eigenvalue': 0.009035003658123856, 'property_post_num_negative_eigenvalues': 0, 'property_post_condition_number': 149.73438532750524, 'property_post_is_positive_definite': True, 'property_post_is_invertible': True, 'property_cov_P_measure_failed': False, 'property_cov_P_measure_error': None, 'property_operator_shape': (10, 15), 'property_operator_rank': 10, 'property_operator_condition': 1.1113494079055546, 'property_operator_min_singular': 2.840714858860307, 'property_operator_max_singular': 3.1570267764229136, 'explicit_vs_affine_diff_norm': 8.296920773885514e-05, 'explicit_computation_successful': True, 'explicit_shape': (10, 10), 'explicit_min_eigenvalue': 6.415166433183396e-05, 'explicit_max_eigenvalue': 0.008971638563482268, 'explicit_num_negative_eigenvalues': 0, 'explicit_condition_number': 139.85044124615604, 'explicit_is_positive_definite': True, 'explicit_is_invertible': True}"
True,13.542821407318115,,,,0,,25,50,10,"(0, 1)",sine,trapz,trapz,200,200,0.01,20,0.1,0.1,<function create_base_config.<locals>.<lambda> at 0x7f42959909a0>,<function create_base_config.<locals>.<lambda> at 0x7f4295990a40>,<pygeoinf.linear_solvers.LUSolver object at 0x7f42995f1790>,"{'model_posterior_measure_time': 0.9440939426422119, 'property_mapping_time': 0.0006241798400878906, 'cov_P_matrix_time': 1.7721185684204102, 'property_operator_analysis_time': 4.555480003356934, 'normal_operator_time': 4.5299530029296875e-06, 'normal_op_matrix_time': 0.7939538955688477, 'solver_time': 0.7906968593597412, 'posterior_mean_time': 0.14703893661499023, 'posterior_cov_time': 6.4373016357421875e-06, 'C_M_matrix_time': 4.530970811843872, 'solver_failed': False, 'normal_op_shape': (50, 50), 'normal_op_min_eigenvalue': 2.4581647302620546e-05, 'normal_op_max_eigenvalue': 5.48212437753051e-05, 'normal_op_num_negative_eigenvalues': 0, 'normal_op_condition_number': 2.2301696505693838, 'normal_op_is_positive_definite': True, 'normal_op_is_invertible': True, 'model_post_shape': (25, 25), 'model_post_min_eigenvalue': 1.5274725285954359e-06, 'model_post_max_eigenvalue': 0.0008362841274592255, 'model_post_num_negative_eigenvalues': 0, 'model_post_condition_number': 547.495363617582, 'model_post_is_positive_definite': True, 'model_post_is_invertible': True, 'model_cov_P_measure_failed': False, 'model_cov_P_measure_error': None, 'property_post_shape': (10, 10), 'property_post_min_eigenvalue': 5.5952686251748125e-05, 'property_post_max_eigenvalue': 0.008392385797491752, 'property_post_num_negative_eigenvalues': 0, 'property_post_condition_number': 149.99075754346913, 'property_post_is_positive_definite': True, 'property_post_is_invertible': True, 'property_cov_P_measure_failed': False, 'property_cov_P_measure_error': None, 'property_operator_shape': (10, 25), 'property_operator_rank': 10, 'property_operator_condition': 1.1135135665174665, 'property_operator_min_singular': 2.8422925509522363, 'property_operator_max_singular': 3.1649313154968524, 'explicit_vs_affine_diff_norm': 7.53894376875536e-05, 'explicit_computation_successful': True, 'explicit_shape': (10, 10), 'explicit_min_eigenvalue': 5.762621913130697e-05, 'explicit_max_eigenvalue': 0.008334330748382789, 'explicit_num_negative_eigenvalues': 0, 'explicit_condition_number': 144.62740873893188, 'explicit_is_positive_definite': True, 'explicit_is_invertible': True}"
False,6.990174770355225,numerical_instability,compute_property_posterior,Property posterior covariance not PD (min eigenvalue: -1.4604794362575486e-06); Property measure construction failed: Covariance matrix is not non-negative,0,,15,30,15,"(0, 1)",sine,trapz,trapz,200,200,0.01,20,0.1,0.1,<function create_base_config.<locals>.<lambda> at 0x7f4295990ae0>,<function create_base_config.<locals>.<lambda> at 0x7f4295990b80>,<pygeoinf.linear_solvers.LUSolver object at 0x7f42995f0890>,"{'model_posterior_measure_time': 0.5040981769561768, 'property_mapping_time': 0.0009326934814453125, 'cov_P_matrix_time': 1.8810219764709473, 'property_operator_analysis_time': 1.8894200325012207, 'normal_operator_time': 5.7220458984375e-06, 'normal_op_matrix_time': 0.4064652919769287, 'solver_time': 0.41060566902160645, 'posterior_mean_time': 0.09248995780944824, 'posterior_cov_time': 1.1682510375976562e-05, 'C_M_matrix_time': 1.7995645999908447, 'solver_failed': False, 'normal_op_shape': (30, 30), 'normal_op_min_eigenvalue': 2.4583215040661657e-05, 'normal_op_max_eigenvalue': 4.42251430104585e-05, 'normal_op_num_negative_eigenvalues': 0, 'normal_op_condition_number': 1.7989975248277446, 'normal_op_is_positive_definite': True, 'normal_op_is_invertible': True, 'model_post_shape': (15, 15), 'model_post_min_eigenvalue': 3.5764412059659683e-06, 'model_post_max_eigenvalue': 0.0009002684023195406, 'model_post_num_negative_eigenvalues': 0, 'model_post_condition_number': 251.72185154834253, 'model_post_is_positive_definite': True, 'model_post_is_invertible': True, 'model_cov_P_measure_failed': False, 'model_cov_P_measure_error': None, 'property_post_shape': (15, 15), 'property_post_min_eigenvalue': -1.4604794362575486e-06, 'property_post_max_eigenvalue': 0.01390018858626257, 'property_post_num_negative_eigenvalues': 1, 'property_post_condition_number': 9517.551730739562, 'property_post_is_positive_definite': False, 'property_post_is_invertible': True, 'property_cov_P_measure_failed': True, 'property_cov_P_measure_error': 'Covariance matrix is not non-negative', 'property_operator_shape': (15, 15), 'property_operator_rank': 15, 'property_operator_condition': 2.8005284257388183, 'property_operator_min_singular': 1.4105031126226697, 'property_operator_max_singular': 3.9501540614928685, 'explicit_vs_affine_diff_norm': 0.0005535594537908623, 'explicit_computation_successful': True, 'explicit_shape': (15, 15), 'explicit_min_eigenvalue': 7.287304472142564e-06, 'explicit_max_eigenvalue': 0.014022929391413221, 'explicit_num_negative_eigenvalues': 0, 'explicit_condition_number': 1924.2958003222136, 'explicit_is_positive_definite': True, 'explicit_is_invertible': True}"
False,14.429541110992432,numerical_instability,compute_property_posterior,Property posterior covariance not PD (min eigenvalue: -1.0633235612122553e-06); Property measure construction failed: Covariance matrix is not non-negative,0,,25,50,15,"(0, 1)",sine,trapz,trapz,200,200,0.01,20,0.1,0.1,<function create_base_config.<locals>.<lambda> at 0x7f4295990c20>,<function create_base_config.<locals>.<lambda> at 0x7f4295990cc0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f42995f1510>,"{'model_posterior_measure_time': 0.9363176822662354, 'property_mapping_time': 0.0008959770202636719, 'cov_P_matrix_time': 2.63055157661438, 'property_operator_analysis_time': 4.541330099105835, 'normal_operator_time': 5.4836273193359375e-06, 'normal_op_matrix_time': 0.8450460433959961, 'solver_time': 0.8371875286102295, 'posterior_mean_time': 0.14678430557250977, 'posterior_cov_time': 9.5367431640625e-06, 'C_M_matrix_time': 4.482805013656616, 'solver_failed': False, 'normal_op_shape': (50, 50), 'normal_op_min_eigenvalue': 2.4581647302620546e-05, 'normal_op_max_eigenvalue': 5.48212437753051e-05, 'normal_op_num_negative_eigenvalues': 0, 'normal_op_condition_number': 2.2301696505693838, 'normal_op_is_positive_definite': True, 'normal_op_is_invertible': True, 'model_post_shape': (25, 25), 'model_post_min_eigenvalue': 1.5274725285954359e-06, 'model_post_max_eigenvalue': 0.0008362841274592255, 'model_post_num_negative_eigenvalues': 0, 'model_post_condition_number': 547.495363617582, 'model_post_is_positive_definite': True, 'model_post_is_invertible': True, 'model_cov_P_measure_failed': False, 'model_cov_P_measure_error': None, 'property_post_shape': (15, 15), 'property_post_min_eigenvalue': -1.0633235612122553e-06, 'property_post_max_eigenvalue': 0.012908324977659376, 'property_post_num_negative_eigenvalues': 1, 'property_post_condition_number': 12139.602138546688, 'property_post_is_positive_definite': False, 'property_post_is_invertible': True, 'property_cov_P_measure_failed': True, 'property_cov_P_measure_error': 'Covariance matrix is not non-negative', 'property_operator_shape': (15, 25), 'property_operator_rank': 15, 'property_operator_condition': 2.6399307680381368, 'property_operator_min_singular': 1.4964251295351017, 'property_operator_max_singular': 3.950458741525169, 'explicit_vs_affine_diff_norm': 0.0005170309111688588, 'explicit_computation_successful': True, 'explicit_shape': (15, 15), 'explicit_min_eigenvalue': 7.027775015546275e-06, 'explicit_max_eigenvalue': 0.013025994305898847, 'explicit_num_negative_eigenvalues': 0, 'explicit_condition_number': 1853.5018945660322, 'explicit_is_positive_definite': True, 'explicit_is_invertible': True}"
False,7.504518508911133,numerical_instability,compute_property_posterior,Property posterior covariance not PD (min eigenvalue: -3.833481317625125e-05); Property measure construction failed: Covariance matrix is not non-negative,0,,15,30,20,"(0, 1)",sine,trapz,trapz,200,200,0.01,20,0.1,0.1,<function create_base_config.<locals>.<lambda> at 0x7f4295990d60>,<function create_base_config.<locals>.<lambda> at 0x7f4295990e00>,<pygeoinf.linear_solvers.LUSolver object at 0x7f42995f2490>,"{'model_posterior_measure_time': 0.5059185028076172, 'property_mapping_time': 0.0011680126190185547, 'cov_P_matrix_time': 2.433722734451294, 'property_operator_analysis_time': 1.842311143875122, 'normal_operator_time': 5.245208740234375e-06, 'normal_op_matrix_time': 0.40879178047180176, 'solver_time': 0.4073009490966797, 'posterior_mean_time': 0.09223818778991699, 'posterior_cov_time': 6.9141387939453125e-06, 'C_M_matrix_time': 1.8076846599578857, 'solver_failed': False, 'normal_op_shape': (30, 30), 'normal_op_min_eigenvalue': 2.4583215040661657e-05, 'normal_op_max_eigenvalue': 4.42251430104585e-05, 'normal_op_num_negative_eigenvalues': 0, 'normal_op_condition_number': 1.7989975248277446, 'normal_op_is_positive_definite': True, 'normal_op_is_invertible': True, 'model_post_shape': (15, 15), 'model_post_min_eigenvalue': 3.5764412059659683e-06, 'model_post_max_eigenvalue': 0.0009002684023195406, 'model_post_num_negative_eigenvalues': 0, 'model_post_condition_number': 251.72185154834253, 'model_post_is_positive_definite': True, 'model_post_is_invertible': True, 'model_cov_P_measure_failed': False, 'model_cov_P_measure_error': None, 'property_post_shape': (20, 20), 'property_post_min_eigenvalue': -3.833481317625125e-05, 'property_post_max_eigenvalue': 0.019042154185954334, 'property_post_num_negative_eigenvalues': 3, 'property_post_condition_number': 496.7326721641913, 'property_post_is_positive_definite': False, 'property_post_is_invertible': True, 'property_cov_P_measure_failed': True, 'property_cov_P_measure_error': 'Covariance matrix is not non-negative', 'property_operator_shape': (20, 15), 'property_operator_rank': 15, 'property_operator_condition': 3.348265663718498, 'property_operator_min_singular': 1.373696114582718, 'property_operator_max_singular': 4.599499532840826, 'explicit_vs_affine_diff_norm': 0.0006002784597830352, 'explicit_computation_successful': True, 'explicit_shape': (20, 20), 'explicit_min_eigenvalue': -6.302899883594844e-09, 'explicit_max_eigenvalue': 0.019034462811307676, 'explicit_num_negative_eigenvalues': 2, 'explicit_condition_number': 3019953.2219844516, 'explicit_is_positive_definite': False, 'explicit_is_invertible': True}"
False,15.648679733276367,numerical_instability,compute_property_posterior,Property posterior covariance not PD (min eigenvalue: -3.1306978576944075e-05); Property measure construction failed: Covariance matrix is not non-negative,0,,25,50,20,"(0, 1)",sine,trapz,trapz,200,200,0.01,20,0.1,0.1,<function create_base_config.<locals>.<lambda> at 0x7f4295990ea0>,<function create_base_config.<locals>.<lambda> at 0x7f4295990f40>,<pygeoinf.linear_solvers.LUSolver object at 0x7f42995f2090>,"{'model_posterior_measure_time': 0.9611845016479492, 'property_mapping_time': 0.0012080669403076172, 'cov_P_matrix_time': 3.5914199352264404, 'property_operator_analysis_time': 4.698042154312134, 'normal_operator_time': 5.0067901611328125e-06, 'normal_op_matrix_time': 0.806020975112915, 'solver_time': 0.8034420013427734, 'posterior_mean_time': 0.15099287033081055, 'posterior_cov_time': 1.33514404296875e-05, 'C_M_matrix_time': 4.628470420837402, 'solver_failed': False, 'normal_op_shape': (50, 50), 'normal_op_min_eigenvalue': 2.4581647302620546e-05, 'normal_op_max_eigenvalue': 5.48212437753051e-05, 'normal_op_num_negative_eigenvalues': 0, 'normal_op_condition_number': 2.2301696505693838, 'normal_op_is_positive_definite': True, 'normal_op_is_invertible': True, 'model_post_shape': (25, 25), 'model_post_min_eigenvalue': 1.5274725285954359e-06, 'model_post_max_eigenvalue': 0.0008362841274592255, 'model_post_num_negative_eigenvalues': 0, 'model_post_condition_number': 547.495363617582, 'model_post_is_positive_definite': True, 'model_post_is_invertible': True, 'model_cov_P_measure_failed': False, 'model_cov_P_measure_error': None, 'property_post_shape': (20, 20), 'property_post_min_eigenvalue': -3.1306978576944075e-05, 'property_post_max_eigenvalue': 0.017690446234830876, 'property_post_num_negative_eigenvalues': 3, 'property_post_condition_number': 565.0639901692381, 'property_post_is_positive_definite': False, 'property_post_is_invertible': True, 'property_cov_P_measure_failed': True, 'property_cov_P_measure_error': 'Covariance matrix is not non-negative', 'property_operator_shape': (20, 25), 'property_operator_rank': 20, 'property_operator_condition': 10.10494511672712, 'property_operator_min_singular': 0.4552312802238336, 'property_operator_max_singular': 4.600087102079262, 'explicit_vs_affine_diff_norm': 0.0005360489944148747, 'explicit_computation_successful': True, 'explicit_shape': (20, 20), 'explicit_min_eigenvalue': 4.007062379644055e-07, 'explicit_max_eigenvalue': 0.017680815183220816, 'explicit_num_negative_eigenvalues': 0, 'explicit_condition_number': 44124.132614055765, 'explicit_is_positive_definite': True, 'explicit_is_invertible': True}"
True,5.718713760375977,,,,0,,15,30,5,"(0, 1)",sine,trapz,trapz,200,200,0.1,20,0.1,0.1,<function create_base_config.<locals>.<lambda> at 0x7f4295990fe0>,<function create_base_config.<locals>.<lambda> at 0x7f4295991080>,<pygeoinf.linear_solvers.LUSolver object at 0x7f42995f1610>,"{'model_posterior_measure_time': 0.5118262767791748, 'property_mapping_time': 0.0003819465637207031, 'cov_P_matrix_time': 0.6282637119293213, 'property_operator_analysis_time': 1.8304920196533203, 'normal_operator_time': 5.245208740234375e-06, 'normal_op_matrix_time': 0.4141242504119873, 'solver_time': 0.4128856658935547, 'posterior_mean_time': 0.09370541572570801, 'posterior_cov_time': 9.5367431640625e-06, 'C_M_matrix_time': 1.8213109970092773, 'solver_failed': False, 'normal_op_shape': (30, 30), 'normal_op_min_eigenvalue': 2.4574066414723756e-05, 'normal_op_max_eigenvalue': 0.00022099334611269228, 'normal_op_num_negative_eigenvalues': 0, 'normal_op_condition_number': 8.992949818849771, 'normal_op_is_positive_definite': True, 'normal_op_is_invertible': True, 'model_post_shape': (15, 15), 'model_post_min_eigenvalue': 1.2092501734273354e-05, 'model_post_max_eigenvalue': 0.00550768612699068, 'model_post_num_negative_eigenvalues': 0, 'model_post_condition_number': 455.4629180974552, 'model_post_is_positive_definite': True, 'model_post_is_invertible': True, 'model_cov_P_measure_failed': False, 'model_cov_P_measure_error': None, 'property_post_shape': (5, 5), 'property_post_min_eigenvalue': 0.0015577033450371567, 'property_post_max_eigenvalue': 0.025045042210074815, 'property_post_num_negative_eigenvalues': 0, 'property_post_condition_number': 16.07818477752412, 'property_post_is_positive_definite': True, 'property_post_is_invertible': True, 'property_cov_P_measure_failed': False, 'property_cov_P_measure_error': None, 'property_operator_shape': (5, 15), 'property_operator_rank': 5, 'property_operator_condition': 1.0514044997459662, 'property_operator_min_singular': 2.869497905790172, 'property_operator_max_singular': 3.0170030101594136, 'explicit_vs_affine_diff_norm': 0.0003859699031564504, 'explicit_computation_successful': True, 'explicit_shape': (5, 5), 'explicit_min_eigenvalue': 0.0015507495613097367, 'explicit_max_eigenvalue': 0.024833087319333667, 'explicit_num_negative_eigenvalues': 0, 'explicit_condition_number': 16.013602672477987, 'explicit_is_positive_definite': True, 'explicit_is_invertible': True}"
True,12.948474407196045,,,,0,,25,50,5,"(0, 1)",sine,trapz,trapz,200,200,0.1,20,0.1,0.1,<function create_base_config.<locals>.<lambda> at 0x7f4295991120>,<function create_base_config.<locals>.<lambda> at 0x7f42959911c0>,<pygeoinf.linear_solvers.LUSolver object at 0x7f42fc787e10>,"{'model_posterior_measure_time': 0.9618639945983887, 'property_mapping_time': 0.00039315223693847656, 'cov_P_matrix_time': 0.9187600612640381, 'property_operator_analysis_time': 4.632002592086792, 'normal_operator_time': 5.7220458984375e-06, 'normal_op_matrix_time': 0.8128049373626709, 'solver_time': 0.8146185874938965, 'posterior_mean_time': 0.15212154388427734, 'posterior_cov_time': 9.298324584960938e-06, 'C_M_matrix_time': 4.647518873214722, 'solver_failed': False, 'normal_op_shape': (50, 50), 'normal_op_min_eigenvalue': 2.4558389034312612e-05, 'normal_op_max_eigenvalue': 0.0003269543537611578, 'normal_op_num_negative_eigenvalues': 0, 'normal_op_condition_number': 13.313346950581412, 'normal_op_is_positive_definite': True, 'normal_op_is_invertible': True, 'model_post_shape': (25, 25), 'model_post_min_eigenvalue': 5.24702441235968e-06, 'model_post_max_eigenvalue': 0.0036911692949102336, 'model_post_num_negative_eigenvalues': 0, 'model_post_condition_number': 703.4785823018974, 'model_post_is_positive_definite': True, 'model_post_is_invertible': True, 'model_cov_P_measure_failed': False, 'model_cov_P_measure_error': None, 'property_post_shape': (5, 5), 'property_post_min_eigenvalue': 0.0012389168481050485, 'property_post_max_eigenvalue': 0.0163313305031985, 'property_post_num_negative_eigenvalues': 0, 'property_post_condition_number': 13.181942378277961, 'property_post_is_positive_definite': True, 'property_post_is_invertible': True, 'property_cov_P_measure_failed': False, 'property_cov_P_measure_error': None, 'property_operator_shape': (5, 25), 'property_operator_rank': 5, 'property_operator_condition': 1.04724441424558, 'property_operator_min_singular': 2.896458030213552, 'property_operator_max_singular': 3.0332994932378976, 'explicit_vs_affine_diff_norm': 0.00029798222024155207, 'explicit_computation_successful': True, 'explicit_shape': (5, 5), 'explicit_min_eigenvalue': 0.0012492607493061988, 'explicit_max_eigenvalue': 0.016197279595245938, 'explicit_num_negative_eigenvalues': 0, 'explicit_condition_number': 12.965491475051476, 'explicit_is_positive_definite': True, 'explicit_is_invertible': True}"
True,6.3165881633758545,,,,0,,15,30,10,"(0, 1)",sine,trapz,trapz,200,200,0.1,20,0.1,0.1,<function create_base_config.<locals>.<lambda> at 0x7f4295991260>,<function create_base_config.<locals>.<lambda> at 0x7f4295991300>,<pygeoinf.linear_solvers.LUSolver object at 0x7f42fc785310>,"{'model_posterior_measure_time': 0.508861780166626, 'property_mapping_time': 0.0006422996520996094, 'cov_P_matrix_time': 1.22967529296875, 'property_operator_analysis_time': 1.8247873783111572, 'normal_operator_time': 6.198883056640625e-06, 'normal_op_matrix_time': 0.4148993492126465, 'solver_time': 0.41568756103515625, 'posterior_mean_time': 0.09358000755310059, 'posterior_cov_time': 1.2636184692382812e-05, 'C_M_matrix_time': 1.8227128982543945, 'solver_failed': False, 'normal_op_shape': (30, 30), 'normal_op_min_eigenvalue': 2.4574066414723756e-05, 'normal_op_max_eigenvalue': 0.00022099334611269228, 'normal_op_num_negative_eigenvalues': 0, 'normal_op_condition_number': 8.992949818849771, 'normal_op_is_positive_definite': True, 'normal_op_is_invertible': True, 'model_post_shape': (15, 15), 'model_post_min_eigenvalue': 1.2092501734273354e-05, 'model_post_max_eigenvalue': 0.00550768612699068, 'model_post_num_negative_eigenvalues': 0, 'model_post_condition_number': 455.4629180974552, 'model_post_is_positive_definite': True, 'model_post_is_invertible': True, 'model_cov_P_measure_failed': False, 'model_cov_P_measure_error': None, 'property_post_shape': (10, 10), 'property_post_min_eigenvalue': 0.00023022143084978355, 'property_post_max_eigenvalue': 0.055279550996448684, 'property_post_num_negative_eigenvalues': 0, 'property_post_condition_number': 240.11470518797125, 'property_post_is_positive_definite': True, 'property_post_is_invertible': True, 'property_cov_P_measure_failed': False, 'property_cov_P_measure_error': None, 'property_operator_shape': (10, 15), 'property_operator_rank': 10, 'property_operator_condition': 1.1113494079055546, 'property_operator_min_singular': 2.840714858860307, 'property_operator_max_singular': 3.1570267764229136, 'explicit_vs_affine_diff_norm': 0.0005945526053457424, 'explicit_computation_successful': True, 'explicit_shape': (10, 10), 'explicit_min_eigenvalue': 0.00024161404185646328, 'explicit_max_eigenvalue': 0.05482753177443228, 'explicit_num_negative_eigenvalues': 0, 'explicit_condition_number': 226.9219593081594, 'explicit_is_positive_definite': True, 'explicit_is_invertible': True}"
True,13.849966287612915,,,,0,,25,50,10,"(0, 1)",sine,trapz,trapz,200,200,0.1,20,0.1,0.1,<function create_base_config.<locals>.<lambda> at 0x7f42959913a0>,<function create_base_config.<locals>.<lambda> at 0x7f4295991440>,<pygeoinf.linear_solvers.LUSolver object at 0x7f42fc7866d0>,"{'model_posterior_measure_time': 0.9697234630584717, 'property_mapping_time': 0.0006406307220458984, 'cov_P_matrix_time': 1.819951057434082, 'property_operator_analysis_time': 4.672993183135986, 'normal_operator_time': 5.4836273193359375e-06, 'normal_op_matrix_time': 0.8005075454711914, 'solver_time': 0.8016293048858643, 'posterior_mean_time': 0.1505579948425293, 'posterior_cov_time': 7.152557373046875e-06, 'C_M_matrix_time': 4.625777721405029, 'solver_failed': False, 'normal_op_shape': (50, 50), 'normal_op_min_eigenvalue': 2.4558389034312612e-05, 'normal_op_max_eigenvalue': 0.0003269543537611578, 'normal_op_num_negative_eigenvalues': 0, 'normal_op_condition_number': 13.313346950581412, 'normal_op_is_positive_definite': True, 'normal_op_is_invertible': True, 'model_post_shape': (25, 25), 'model_post_min_eigenvalue': 5.24702441235968e-06, 'model_post_max_eigenvalue': 0.0036911692949102336, 'model_post_num_negative_eigenvalues': 0, 'model_post_condition_number': 703.4785823018974, 'model_post_is_positive_definite': True, 'model_post_is_invertible': True, 'model_cov_P_measure_failed': False, 'model_cov_P_measure_error': None, 'property_post_shape': (10, 10), 'property_post_min_eigenvalue': 0.0001839617325571841, 'property_post_max_eigenvalue': 0.037021430253365725, 'property_post_num_negative_eigenvalues': 0, 'property_post_condition_number': 201.24527932382728, 'property_post_is_positive_definite': True, 'property_post_is_invertible': True, 'property_cov_P_measure_failed': False, 'property_cov_P_measure_error': None, 'property_operator_shape': (10, 25), 'property_operator_rank': 10, 'property_operator_condition': 1.1135135665174665, 'property_operator_min_singular': 2.8422925509522363, 'property_operator_max_singular': 3.1649313154968524, 'explicit_vs_affine_diff_norm': 0.0003611596037180665, 'explicit_computation_successful': True, 'explicit_shape': (10, 10), 'explicit_min_eigenvalue': 0.0001813658526651085, 'explicit_max_eigenvalue': 0.036740589308243705, 'explicit_num_negative_eigenvalues': 0, 'explicit_condition_number': 202.57721488556663, 'explicit_is_positive_definite': True, 'explicit_is_invertible': True}"
False,6.985455513000488,numerical_instability,compute_property_posterior,Property posterior covariance not PD (min eigenvalue: -4.795535854955323e-05); Property measure construction failed: Covariance matrix is not non-negative,0,,15,30,15,"(0, 1)",sine,trapz,trapz,200,200,0.1,20,0.1,0.1,<function create_base_config.<locals>.<lambda> at 0x7f42959914e0>,<function create_base_config.<locals>.<lambda> at 0x7f4295991580>,<pygeoinf.linear_solvers.LUSolver object at 0x7f42fc785f10>,"{'model_posterior_measure_time': 0.5143072605133057, 'property_mapping_time': 0.0009276866912841797, 'cov_P_matrix_time': 1.8495638370513916, 'property_operator_analysis_time': 1.8480503559112549, 'normal_operator_time': 5.4836273193359375e-06, 'normal_op_matrix_time': 0.4161250591278076, 'solver_time': 0.42056846618652344, 'posterior_mean_time': 0.0942239761352539, 'posterior_cov_time': 9.775161743164062e-06, 'C_M_matrix_time': 1.8362329006195068, 'solver_failed': False, 'normal_op_shape': (30, 30), 'normal_op_min_eigenvalue': 2.4574066414723756e-05, 'normal_op_max_eigenvalue': 0.00022099334611269228, 'normal_op_num_negative_eigenvalues': 0, 'normal_op_condition_number': 8.992949818849771, 'normal_op_is_positive_definite': True, 'normal_op_is_invertible': True, 'model_post_shape': (15, 15), 'model_post_min_eigenvalue': 1.2092501734273354e-05, 'model_post_max_eigenvalue': 0.00550768612699068, 'model_post_num_negative_eigenvalues': 0, 'model_post_condition_number': 455.4629180974552, 'model_post_is_positive_definite': True, 'model_post_is_invertible': True, 'model_cov_P_measure_failed': False, 'model_cov_P_measure_error': None, 'property_post_shape': (15, 15), 'property_post_min_eigenvalue': -4.795535854955323e-05, 'property_post_max_eigenvalue': 0.08519722562019388, 'property_post_num_negative_eigenvalues': 1, 'property_post_condition_number': 1776.59448697809, 'property_post_is_positive_definite': False, 'property_post_is_invertible': True, 'property_cov_P_measure_failed': True, 'property_cov_P_measure_error': 'Covariance matrix is not non-negative', 'property_operator_shape': (15, 15), 'property_operator_rank': 15, 'property_operator_condition': 2.8005284257388183, 'property_operator_min_singular': 1.4105031126226697, 'property_operator_max_singular': 3.9501540614928685, 'explicit_vs_affine_diff_norm': 0.003293384096444616, 'explicit_computation_successful': True, 'explicit_shape': (15, 15), 'explicit_min_eigenvalue': 2.8113058281992117e-05, 'explicit_max_eigenvalue': 0.08572057553882018, 'explicit_num_negative_eigenvalues': 0, 'explicit_condition_number': 3049.137332515996, 'explicit_is_positive_definite': True, 'explicit_is_invertible': True}"
