0.000 0.00000E+00
22.620 0.00000E+00
45.240 0.00000E+00
67.861 0.00000E+00
90.481 0.00000E+00
113.101 0.00000E+00
135.721 0.00000E+00
158.341 0.00000E+00
180.962 0.00000E+00
203.582 0.00000E+00
226.202 0.00000E+00
248.822 0.00000E+00
271.442 0.00000E+00
294.063 0.00000E+00
316.683 0.00000E+00
339.303 0.00000E+00
361.923 0.00000E+00
384.543 0.00000E+00
407.164 0.00000E+00
429.784 0.00000E+00
452.404 0.00000E+00
475.024 0.00000E+00
497.644 0.00000E+00
520.265 0.00000E+00
542.885 0.00000E+00
565.505 0.00000E+00
588.125 0.00000E+00
610.745 0.00000E+00
633.366 0.00000E+00
655.986 0.00000E+00
678.606 0.00000E+00
701.226 0.00000E+00
723.846 0.00000E+00
746.467 0.00000E+00
769.087 0.00000E+00
791.707 0.00000E+00
814.327 0.00000E+00
836.947 0.00000E+00
859.568 0.00000E+00
882.188 0.00000E+00
904.808 0.00000E+00
927.428 0.00000E+00
950.048 0.00000E+00
972.669 0.00000E+00
995.289 0.00000E+00
1017.909 0.00000E+00
1040.529 0.00000E+00
1063.149 0.00000E+00
1085.770 0.00000E+00
1108.390 0.00000E+00
1131.010 0.00000E+00
1153.630 0.25942E-06
1176.250 0.35990E-06
1198.871 0.49707E-06
1221.491 0.68653E-06
1221.491 0.44715E-06
1264.103 0.16271E-05
1306.716 0.40740E-05
1349.328 0.87564E-05
1391.941 0.17367E-04
1434.554 0.32759E-04
1477.166 0.59629E-04
1519.779 0.10553E-03
1562.391 0.18236E-03
1605.004 0.30855E-03
1647.617 0.51202E-03
1690.229 0.83441E-03
1732.842 0.13367E-02
1775.454 0.21066E-02
1818.067 0.32683E-02
1860.679 0.49946E-02
1903.292 0.75222E-02
1945.905 0.11170E-01
1988.517 0.16360E-01
2031.130 0.23644E-01
2073.742 0.33727E-01
2116.355 0.47499E-01
2158.968 0.66065E-01
2201.580 0.90765E-01
2244.193 0.12320E+00
2286.805 0.16524E+00
2329.418 0.21904E+00
2372.031 0.28697E+00
2414.643 0.37162E+00
2457.256 0.47570E+00
2499.868 0.60193E+00
2542.481 0.75288E+00
2585.094 0.93078E+00
2627.706 0.11373E+01
2670.319 0.13732E+01
2712.931 0.16381E+01
2755.544 0.19302E+01
2798.156 0.22460E+01
2840.769 0.25798E+01
2883.382 0.29238E+01
2925.994 0.32679E+01
2968.607 0.35998E+01
3011.219 0.39052E+01
3053.832 0.41683E+01
3096.444 0.43727E+01
3139.057 0.45023E+01
3181.670 0.45423E+01
3224.282 0.44810E+01
3266.895 0.43109E+01
3309.508 0.40304E+01
3352.120 0.36451E+01
3394.733 0.31690E+01
3437.345 0.26244E+01
3479.958 0.20423E+01
3479.958 0.14777E+01
3517.468 0.14648E+01
3554.979 0.14588E+01
3592.490 0.14586E+01
3630.000 0.14632E+01
3630.000 0.14632E+01
3662.833 0.14707E+01
3695.667 0.14785E+01
3728.500 0.14861E+01
3761.333 0.14929E+01
3794.167 0.14984E+01
3827.000 0.15023E+01
3859.833 0.15043E+01
3892.667 0.15042E+01
3925.500 0.15018E+01
3958.333 0.14971E+01
3991.167 0.14899E+01
4024.000 0.14804E+01
4056.833 0.14687E+01
4089.667 0.14547E+01
4122.500 0.14388E+01
4155.333 0.14210E+01
4188.167 0.14015E+01
4221.000 0.13803E+01
4253.833 0.13578E+01
4286.667 0.13339E+01
4319.500 0.13087E+01
4352.333 0.12822E+01
4385.167 0.12544E+01
4418.000 0.12252E+01
4450.833 0.11945E+01
4483.667 0.11621E+01
4516.500 0.11278E+01
4549.333 0.10913E+01
4582.167 0.10523E+01
4615.000 0.10106E+01
4647.833 0.96577E+00
4680.667 0.91770E+00
4713.500 0.86614E+00
4746.333 0.81099E+00
4779.167 0.75224E+00
4812.000 0.69005E+00
4844.833 0.62474E+00
4877.667 0.55682E+00
4910.500 0.48704E+00
4943.333 0.41636E+00
4976.167 0.34601E+00
5009.000 0.27742E+00
5041.833 0.21225E+00
5074.667 0.15234E+00
5107.500 0.99642E-01
5140.333 0.56175E-01
5173.167 0.23930E-01
