# 347.41736   4.01093   5.62059
#   2.87838 240.74065
   0.000  0.00000E+00  0.00000E+00  0.00000E+00
  22.620  0.00000E+00  0.00000E+00 -0.16503E-05
  45.240  0.00000E+00  0.00000E+00 -0.66012E-05
  67.861  0.00000E+00  0.00000E+00 -0.14852E-04
  90.481  0.00000E+00  0.00000E+00 -0.26402E-04
 113.101  0.00000E+00  0.00000E+00 -0.41250E-04
 135.721  0.00000E+00  0.00000E+00 -0.59394E-04
 158.341  0.00000E+00  0.00000E+00 -0.80834E-04
 180.962  0.00000E+00  0.00000E+00 -0.10557E-03
 203.582  0.00000E+00  0.00000E+00 -0.13359E-03
 226.202  0.00000E+00  0.00000E+00 -0.16489E-03
 248.822  0.00000E+00  0.00000E+00 -0.19949E-03
 271.442  0.00000E+00  0.00000E+00 -0.23736E-03
 294.063  0.00000E+00  0.00000E+00 -0.27851E-03
 316.683  0.00000E+00  0.00000E+00 -0.32293E-03
 339.303  0.00000E+00  0.00000E+00 -0.37062E-03
 361.923  0.00000E+00  0.00000E+00 -0.42157E-03
 384.543  0.00000E+00  0.00000E+00 -0.47578E-03
 407.164  0.00000E+00  0.00000E+00 -0.53324E-03
 429.784  0.00000E+00  0.00000E+00 -0.59395E-03
 452.404  0.00000E+00  0.00000E+00 -0.65789E-03
 475.024  0.00000E+00  0.00000E+00 -0.72507E-03
 497.644  0.00000E+00  0.00000E+00 -0.79548E-03
 520.265  0.00000E+00  0.00000E+00 -0.86911E-03
 542.885  0.00000E+00  0.00000E+00 -0.94594E-03
 565.505  0.00000E+00  0.00000E+00 -0.10260E-02
 588.125  0.00000E+00  0.00000E+00 -0.11092E-02
 610.745  0.00000E+00  0.00000E+00 -0.11956E-02
 633.366  0.00000E+00  0.00000E+00 -0.12852E-02
 655.986  0.00000E+00  0.00000E+00 -0.13780E-02
 678.606  0.00000E+00  0.00000E+00 -0.14739E-02
 701.226  0.00000E+00  0.00000E+00 -0.15730E-02
 723.846  0.00000E+00  0.00000E+00 -0.16752E-02
 746.467  0.00000E+00  0.00000E+00 -0.17806E-02
 769.087  0.00000E+00  0.00000E+00 -0.18890E-02
 791.707  0.00000E+00  0.00000E+00 -0.20006E-02
 814.327  0.00000E+00  0.00000E+00 -0.21153E-02
 836.947  0.00000E+00  0.00000E+00 -0.22330E-02
 859.568  0.00000E+00  0.00000E+00 -0.23538E-02
 882.188  0.00000E+00  0.00000E+00 -0.24777E-02
 904.808  0.00000E+00  0.00000E+00 -0.26046E-02
