# 282.19363   3.65263   5.15831
#   3.54367 195.14986
   0.000  0.00000E+00  0.00000E+00  0.00000E+00
  22.620  0.00000E+00  0.00000E+00 -0.88312E-06
  45.240  0.00000E+00  0.00000E+00 -0.35324E-05
  67.861  0.00000E+00  0.00000E+00 -0.79476E-05
  90.481  0.00000E+00  0.00000E+00 -0.14128E-04
 113.101  0.00000E+00  0.00000E+00 -0.22074E-04
 135.721  0.00000E+00  0.00000E+00 -0.31783E-04
 158.341  0.00000E+00  0.00000E+00 -0.43255E-04
 180.962  0.00000E+00  0.00000E+00 -0.56489E-04
 203.582  0.00000E+00  0.00000E+00 -0.71484E-04
 226.202  0.00000E+00  0.00000E+00 -0.88238E-04
 248.822  0.00000E+00  0.00000E+00 -0.10675E-03
 271.442  0.00000E+00  0.00000E+00 -0.12701E-03
 294.063  0.00000E+00  0.00000E+00 -0.14903E-03
 316.683  0.00000E+00  0.00000E+00 -0.17280E-03
 339.303  0.00000E+00  0.00000E+00 -0.19832E-03
 361.923  0.00000E+00  0.00000E+00 -0.22559E-03
 384.543  0.00000E+00  0.00000E+00 -0.25460E-03
 407.164  0.00000E+00  0.00000E+00 -0.28534E-03
 429.784  0.00000E+00  0.00000E+00 -0.31783E-03
 452.404  0.00000E+00  0.00000E+00 -0.35205E-03
 475.024  0.00000E+00  0.00000E+00 -0.38800E-03
 497.644  0.00000E+00  0.00000E+00 -0.42567E-03
 520.265  0.00000E+00  0.00000E+00 -0.46507E-03
 542.885  0.00000E+00  0.00000E+00 -0.50619E-03
 565.505  0.00000E+00  0.00000E+00 -0.54902E-03
 588.125  0.00000E+00  0.00000E+00 -0.59356E-03
 610.745  0.00000E+00  0.00000E+00 -0.63981E-03
 633.366  0.00000E+00  0.00000E+00 -0.68775E-03
 655.986  0.00000E+00  0.00000E+00 -0.73739E-03
 678.606  0.00000E+00  0.00000E+00 -0.78873E-03
 701.226  0.00000E+00  0.00000E+00 -0.84174E-03
 723.846  0.00000E+00  0.00000E+00 -0.89644E-03
 746.467  0.00000E+00  0.00000E+00 -0.95281E-03
 769.087  0.00000E+00  0.00000E+00 -0.10109E-02
 791.707  0.00000E+00  0.00000E+00 -0.10706E-02
 814.327  0.00000E+00  0.00000E+00 -0.11319E-02
 836.947  0.00000E+00  0.00000E+00 -0.11949E-02
 859.568  0.00000E+00  0.00000E+00 -0.12596E-02
 882.188  0.00000E+00  0.00000E+00 -0.13258E-02
 904.808  0.00000E+00  0.00000E+00 -0.13938E-02
 927.428  0.00000E+00  0.00000E+00 -0.14633E-02
 950.048  0.00000E+00  0.00000E+00 -0.15344E-02
 972.669  0.00000E+00  0.00000E+00 -0.16072E-02
 995.289  0.00000E+00  0.00000E+00 -0.16816E-02
1017.909  0.00000E+00  0.00000E+00 -0.17575E-02
1040.529  0.00000E+00  0.00000E+00 -0.18350E-02
1063.149  0.00000E+00  0.00000E+00 -0.19141E-02
1085.770  0.00000E+00  0.00000E+00 -0.19948E-02
1108.390  0.00000E+00  0.00000E+00 -0.20771E-02
1131.010  0.00000E+00  0.00000E+00 -0.21608E-02
1153.630  0.00000E+00  0.00000E+00 -0.22462E-02
1176.250  0.00000E+00  0.00000E+00 -0.23330E-02
1198.871  0.00000E+00  0.00000E+00 -0.24214E-02
1221.491  0.00000E+00  0.00000E+00 -0.25113E-02
1221.491  0.00000E+00  0.00000E+00 -0.23938E-02
1264.103  0.00000E+00  0.00000E+00 -0.25590E-02
1306.716  0.00000E+00  0.00000E+00 -0.27293E-02
1349.328  0.00000E+00  0.00000E+00 -0.29046E-02
1391.941  0.00000E+00  0.00000E+00 -0.30848E-02
1434.554  0.00000E+00  0.00000E+00 -0.32699E-02
1477.166  0.00000E+00  0.00000E+00 -0.34597E-02
1519.779  0.00000E+00  0.00000E+00 -0.36543E-02
1562.391  0.00000E+00  0.00000E+00 -0.38535E-02
1605.004  0.00000E+00  0.00000E+00 -0.40572E-02
1647.617  0.00000E+00  0.00000E+00 -0.42654E-02
1690.229  0.00000E+00  0.00000E+00 -0.44781E-02
1732.842  0.00000E+00  0.00000E+00 -0.46950E-02
1775.454  0.00000E+00  0.00000E+00 -0.49162E-02
1818.067  0.00000E+00  0.00000E+00 -0.51415E-02
1860.679  0.00000E+00  0.00000E+00 -0.53708E-02
1903.292  0.00000E+00  0.00000E+00 -0.56041E-02
1945.905  0.00000E+00  0.00000E+00 -0.58412E-02
1988.517  0.00000E+00  0.00000E+00 -0.60821E-02
2031.130  0.00000E+00  0.00000E+00 -0.63266E-02
2073.742  0.00000E+00  0.00000E+00 -0.65746E-02
2116.355  0.00000E+00  0.00000E+00 -0.68260E-02
2158.968  0.00000E+00  0.00000E+00 -0.70808E-02
2201.580  0.00000E+00  0.00000E+00 -0.73387E-02
2244.193  0.00000E+00  0.00000E+00 -0.75996E-02
2286.805  0.00000E+00  0.00000E+00 -0.78635E-02
2329.418  0.00000E+00  0.00000E+00 -0.81302E-02
2372.031  0.00000E+00  0.00000E+00 -0.83996E-02
2414.643  0.00000E+00  0.00000E+00 -0.86715E-02
2457.256  0.00000E+00  0.00000E+00 -0.89457E-02
2499.868  0.00000E+00  0.00000E+00 -0.92223E-02
2542.481  0.00000E+00  0.00000E+00 -0.95009E-02
2585.094  0.00000E+00  0.00000E+00 -0.97815E-02
2627.706  0.00000E+00  0.00000E+00 -0.10064E-01
2670.319  0.00000E+00  0.00000E+00 -0.10348E-01
