# 326.41354   6.67944   8.45768
#   3.06360 187.95039
   0.000  0.00000E+00  0.00000E+00  0.00000E+00
  22.620  0.00000E+00  0.00000E+00  0.64378E-05
  45.240  0.00000E+00  0.00000E+00  0.25750E-04
  67.861  0.00000E+00  0.00000E+00  0.57936E-04
  90.481  0.00000E+00  0.00000E+00  0.10299E-03
 113.101  0.00000E+00  0.00000E+00  0.16091E-03
 135.721  0.00000E+00  0.00000E+00  0.23169E-03
 158.341  0.00000E+00  0.00000E+00  0.31532E-03
 180.962  0.00000E+00  0.00000E+00  0.41180E-03
 203.582  0.00000E+00  0.00000E+00  0.52110E-03
 226.202  0.00000E+00  0.00000E+00  0.64323E-03
 248.822  0.00000E+00  0.00000E+00  0.77817E-03
 271.442  0.00000E+00  0.00000E+00  0.92591E-03
 294.063  0.00000E+00  0.00000E+00  0.10864E-02
 316.683  0.00000E+00  0.00000E+00  0.12597E-02
 339.303  0.00000E+00  0.00000E+00  0.14457E-02
 361.923  0.00000E+00  0.00000E+00  0.16445E-02
 384.543  0.00000E+00  0.00000E+00  0.18560E-02
 407.164  0.00000E+00  0.00000E+00  0.20801E-02
 429.784  0.00000E+00  0.00000E+00  0.23169E-02
 452.404  0.00000E+00  0.00000E+00  0.25664E-02
 475.024  0.00000E+00  0.00000E+00  0.28284E-02
 497.644  0.00000E+00  0.00000E+00  0.31031E-02
 520.265  0.00000E+00  0.00000E+00  0.33903E-02
 542.885  0.00000E+00  0.00000E+00  0.36900E-02
 565.505  0.00000E+00  0.00000E+00  0.40022E-02
 588.125  0.00000E+00  0.00000E+00  0.43269E-02
 610.745  0.00000E+00  0.00000E+00  0.46641E-02
 633.366  0.00000E+00  0.00000E+00  0.50136E-02
 655.986  0.00000E+00  0.00000E+00  0.53755E-02
 678.606  0.00000E+00  0.00000E+00  0.57497E-02
 701.226  0.00000E+00  0.00000E+00  0.61361E-02
 723.846  0.00000E+00  0.00000E+00  0.65349E-02
 746.467  0.00000E+00  0.00000E+00  0.69458E-02
 769.087  0.00000E+00  0.00000E+00  0.73689E-02
 791.707  0.00000E+00  0.00000E+00  0.78041E-02
 814.327  0.00000E+00  0.00000E+00  0.82514E-02
 836.947  0.00000E+00  0.00000E+00  0.87107E-02
 859.568  0.00000E+00  0.00000E+00  0.91820E-02
 882.188  0.00000E+00  0.00000E+00  0.96652E-02
 904.808  0.00000E+00  0.00000E+00  0.10160E-01
 927.428  0.00000E+00  0.00000E+00  0.10667E-01
 950.048  0.00000E+00  0.00000E+00  0.11186E-01
 972.669  0.00000E+00  0.00000E+00  0.11716E-01
 995.289  0.00000E+00  0.00000E+00  0.12258E-01
1017.909  0.00000E+00  0.00000E+00  0.12812E-01
1040.529  0.00000E+00  0.00000E+00  0.13377E-01
1063.149  0.00000E+00  0.00000E+00  0.13954E-01
1085.770  0.00000E+00  0.00000E+00  0.14542E-01
1108.390  0.00000E+00  0.00000E+00  0.15141E-01
1131.010  0.00000E+00  0.00000E+00  0.15752E-01
1153.630  0.00000E+00  0.00000E+00  0.16374E-01
1176.250  0.00000E+00  0.00000E+00  0.17007E-01
1198.871  0.00000E+00  0.00000E+00  0.17651E-01
1221.491  0.00000E+00  0.00000E+00  0.18307E-01
1221.491  0.00000E+00  0.00000E+00  0.17450E-01
1264.103  0.00000E+00  0.00000E+00  0.18655E-01
1306.716  0.00000E+00  0.00000E+00  0.19896E-01
1349.328  0.00000E+00  0.00000E+00  0.21174E-01
1391.941  0.00000E+00  0.00000E+00  0.22488E-01
1434.554  0.00000E+00  0.00000E+00  0.23837E-01
1477.166  0.00000E+00  0.00000E+00  0.25221E-01
1519.779  0.00000E+00  0.00000E+00  0.26639E-01
